"","nom_comarca","nivell","nom_naturalesa","nom_ensenyament","edat","places ofertades","assignacions","% ocupades","dem","Curs"
"854","Selva","3","Public","Educacio primaria",8,188,16,8.5,"Catalunya","3-Educacio primaria"
"855","Selva","3","Public","Educacio secundaria obligatoria",14,126,20,15.9,"Catalunya","3-Educacio secundaria obligatoria"
"856","Selva","4","Privat","Educacio primaria",9,23,2,8.7,"Catalunya","4-Educacio primaria"
"857","Selva","4","Privat","Educacio secundaria obligatoria",15,23,4,17.4,"Catalunya","4-Educacio secundaria obligatoria"
"858","Selva","4","Public","Educacio primaria",9,174,14,8,"Catalunya","4-Educacio primaria"
"859","Selva","4","Public","Educacio secundaria obligatoria",15,101,13,12.9,"Catalunya","4-Educacio secundaria obligatoria"
"860","Selva","5","Privat","Educacio primaria",10,4,0,0,"Catalunya","5-Educacio primaria"
"861","Selva","5","Public","Educacio primaria",10,130,13,10,"Catalunya","5-Educacio primaria"
"862","Selva","6","Privat","Educacio primaria",11,11,0,0,"Catalunya","6-Educacio primaria"
"863","Selva","6","Public","Educacio primaria",11,179,11,6.1,"Catalunya","6-Educacio primaria"
"864","Solsones","1","Privat","Educacio infantil 2n cicle",3,50,50,100,"Catalunya","1-Educacio infantil 2n cicle"
"865","Solsones","1","Privat","Educacio primaria",6,7,0,0,"Catalunya","1-Educacio primaria"
"866","Solsones","1","Privat","Educacio secundaria obligatoria",12,59,45,76.3,"Catalunya","1-Educacio secundaria obligatoria"
"867","Solsones","1","Public","Educacio infantil 2n cicle",3,154,103,66.9,"Catalunya","1-Educacio infantil 2n cicle"
"868","Solsones","1","Public","Educacio primaria",6,22,2,9.1,"Catalunya","1-Educacio primaria"
"869","Solsones","1","Public","Educacio secundaria obligatoria",12,118,95,80.5,"Catalunya","1-Educacio secundaria obligatoria"
"870","Solsones","2","Privat","Educacio infantil 2n cicle",4,0,0,NA,"Catalunya","2-Educacio infantil 2n cicle"
"871","Solsones","2","Privat","Educacio primaria",7,6,0,0,"Catalunya","2-Educacio primaria"
"872","Solsones","2","Privat","Educacio secundaria obligatoria",13,12,0,0,"Catalunya","2-Educacio secundaria obligatoria"
"873","Solsones","2","Public","Educacio infantil 2n cicle",4,26,2,7.7,"Catalunya","2-Educacio infantil 2n cicle"
"874","Solsones","2","Public","Educacio primaria",7,23,0,0,"Catalunya","2-Educacio primaria"
"875","Solsones","2","Public","Educacio secundaria obligatoria",13,33,1,3,"Catalunya","2-Educacio secundaria obligatoria"
"876","Solsones","3","Privat","Educacio infantil 2n cicle",5,8,0,0,"Catalunya","3-Educacio infantil 2n cicle"
"877","Solsones","3","Privat","Educacio primaria",8,14,0,0,"Catalunya","3-Educacio primaria"
"878","Solsones","3","Privat","Educacio secundaria obligatoria",14,15,1,6.7,"Catalunya","3-Educacio secundaria obligatoria"
"879","Solsones","3","Public","Educacio infantil 2n cicle",5,30,0,0,"Catalunya","3-Educacio infantil 2n cicle"
"880","Solsones","3","Public","Educacio primaria",8,17,1,5.9,"Catalunya","3-Educacio primaria"
"881","Solsones","3","Public","Educacio secundaria obligatoria",14,16,0,0,"Catalunya","3-Educacio secundaria obligatoria"
"882","Solsones","4","Privat","Educacio primaria",9,0,0,NA,"Catalunya","4-Educacio primaria"
"883","Solsones","4","Privat","Educacio secundaria obligatoria",15,9,1,11.1,"Catalunya","4-Educacio secundaria obligatoria"
"884","Solsones","4","Public","Educacio primaria",9,17,1,5.9,"Catalunya","4-Educacio primaria"
"885","Solsones","4","Public","Educacio secundaria obligatoria",15,9,3,33.3,"Catalunya","4-Educacio secundaria obligatoria"
"886","Solsones","5","Privat","Educacio primaria",10,8,0,0,"Catalunya","5-Educacio primaria"
"887","Solsones","5","Public","Educacio primaria",10,27,2,7.4,"Catalunya","5-Educacio primaria"
"888","Solsones","6","Privat","Educacio primaria",11,6,0,0,"Catalunya","6-Educacio primaria"
"889","Solsones","6","Public","Educacio primaria",11,20,0,0,"Catalunya","6-Educacio primaria"
"890","Tarragones","1","Privat","Educacio infantil 2n cicle",3,689,577,83.7,"Catalunya","1-Educacio infantil 2n cicle"
"891","Tarragones","1","Privat","Educacio primaria",6,68,27,39.7,"Catalunya","1-Educacio primaria"
"892","Tarragones","1","Privat","Educacio secundaria obligatoria",12,89,83,93.3,"Catalunya","1-Educacio secundaria obligatoria"
"893","Tarragones","1","Public","Educacio infantil 2n cicle",3,1923,1542,80.2,"Catalunya","1-Educacio infantil 2n cicle"
"894","Tarragones","1","Public","Educacio primaria",6,210,19,9,"Catalunya","1-Educacio primaria"
"895","Tarragones","1","Public","Educacio secundaria obligatoria",12,2165,2023,93.4,"Catalunya","1-Educacio secundaria obligatoria"
"896","Tarragones","2","Privat","Educacio infantil 2n cicle",4,69,7,10.1,"Catalunya","2-Educacio infantil 2n cicle"
"897","Tarragones","2","Privat","Educacio primaria",7,69,11,15.9,"Catalunya","2-Educacio primaria"
"898","Tarragones","2","Privat","Educacio secundaria obligatoria",13,6,5,83.3,"Catalunya","2-Educacio secundaria obligatoria"
"899","Tarragones","2","Public","Educacio infantil 2n cicle",4,183,37,20.2,"Catalunya","2-Educacio infantil 2n cicle"
"900","Tarragones","2","Public","Educacio primaria",7,150,19,12.7,"Catalunya","2-Educacio primaria"
"901","Tarragones","2","Public","Educacio secundaria obligatoria",13,102,18,17.6,"Catalunya","2-Educacio secundaria obligatoria"
"902","Tarragones","3","Privat","Educacio infantil 2n cicle",5,41,9,22,"Catalunya","3-Educacio infantil 2n cicle"
"903","Tarragones","3","Privat","Educacio primaria",8,30,8,26.7,"Catalunya","3-Educacio primaria"
"904","Tarragones","3","Privat","Educacio secundaria obligatoria",14,3,3,100,"Catalunya","3-Educacio secundaria obligatoria"
"905","Tarragones","3","Public","Educacio infantil 2n cicle",5,294,32,10.9,"Catalunya","3-Educacio infantil 2n cicle"
"906","Tarragones","3","Public","Educacio primaria",8,260,23,8.8,"Catalunya","3-Educacio primaria"
"907","Tarragones","3","Public","Educacio secundaria obligatoria",14,103,13,12.6,"Catalunya","3-Educacio secundaria obligatoria"
"908","Tarragones","4","Privat","Educacio primaria",9,32,11,34.4,"Catalunya","4-Educacio primaria"
"909","Tarragones","4","Privat","Educacio secundaria obligatoria",15,24,6,25,"Catalunya","4-Educacio secundaria obligatoria"
"910","Tarragones","4","Public","Educacio primaria",9,244,23,9.4,"Catalunya","4-Educacio primaria"
"911","Tarragones","4","Public","Educacio secundaria obligatoria",15,130,13,10,"Catalunya","4-Educacio secundaria obligatoria"
"912","Tarragones","5","Privat","Educacio primaria",10,8,6,75,"Catalunya","5-Educacio primaria"
"913","Tarragones","5","Public","Educacio primaria",10,221,20,9,"Catalunya","5-Educacio primaria"
"914","Tarragones","6","Privat","Educacio primaria",11,7,6,85.7,"Catalunya","6-Educacio primaria"
"915","Tarragones","6","Public","Educacio primaria",11,302,17,5.6,"Catalunya","6-Educacio primaria"
"916","Terra Alta","1","Public","Educacio infantil 2n cicle",3,154,62,40.3,"Catalunya","1-Educacio infantil 2n cicle"
"917","Terra Alta","1","Public","Educacio primaria",6,75,0,0,"Catalunya","1-Educacio primaria"
"918","Terra Alta","1","Public","Educacio secundaria obligatoria",12,103,76,73.8,"Catalunya","1-Educacio secundaria obligatoria"
"919","Terra Alta","2","Public","Educacio infantil 2n cicle",4,70,0,0,"Catalunya","2-Educacio infantil 2n cicle"
"920","Terra Alta","2","Public","Educacio primaria",7,56,1,1.8,"Catalunya","2-Educacio primaria"
"921","Terra Alta","2","Public","Educacio secundaria obligatoria",13,9,0,0,"Catalunya","2-Educacio secundaria obligatoria"
"922","Terra Alta","3","Public","Educacio infantil 2n cicle",5,72,3,4.2,"Catalunya","3-Educacio infantil 2n cicle"
"923","Terra Alta","3","Public","Educacio primaria",8,85,2,2.4,"Catalunya","3-Educacio primaria"
"924","Terra Alta","3","Public","Educacio secundaria obligatoria",14,36,0,0,"Catalunya","3-Educacio secundaria obligatoria"
"925","Terra Alta","4","Public","Educacio primaria",9,53,0,0,"Catalunya","4-Educacio primaria"
"926","Terra Alta","4","Public","Educacio secundaria obligatoria",15,24,0,0,"Catalunya","4-Educacio secundaria obligatoria"
"927","Terra Alta","5","Public","Educacio primaria",10,72,0,0,"Catalunya","5-Educacio primaria"
"928","Terra Alta","6","Public","Educacio primaria",11,52,1,1.9,"Catalunya","6-Educacio primaria"
"929","Urgell","1","Privat","Educacio infantil 2n cicle",3,114,92,80.7,"Catalunya","1-Educacio infantil 2n cicle"
"930","Urgell","1","Privat","Educacio primaria",6,13,0,0,"Catalunya","1-Educacio primaria"
"931","Urgell","1","Privat","Educacio secundaria obligatoria",12,14,16,114.3,"Catalunya","1-Educacio secundaria obligatoria"
"932","Urgell","1","Public","Educacio infantil 2n cicle",3,301,221,73.4,"Catalunya","1-Educacio infantil 2n cicle"
"933","Urgell","1","Public","Educacio primaria",6,50,0,0,"Catalunya","1-Educacio primaria"
"934","Urgell","1","Public","Educacio secundaria obligatoria",12,405,332,82,"Catalunya","1-Educacio secundaria obligatoria"
"935","Urgell","2","Privat","Educacio infantil 2n cicle",4,24,3,12.5,"Catalunya","2-Educacio infantil 2n cicle"
"936","Urgell","2","Privat","Educacio primaria",7,22,1,4.5,"Catalunya","2-Educacio primaria"
"937","Urgell","2","Privat","Educacio secundaria obligatoria",13,2,0,0,"Catalunya","2-Educacio secundaria obligatoria"
"938","Urgell","2","Public","Educacio infantil 2n cicle",4,48,1,2.1,"Catalunya","2-Educacio infantil 2n cicle"
"939","Urgell","2","Public","Educacio primaria",7,56,1,1.8,"Catalunya","2-Educacio primaria"
"940","Urgell","2","Public","Educacio secundaria obligatoria",13,1,1,100,"Catalunya","2-Educacio secundaria obligatoria"
"941","Urgell","3","Privat","Educacio infantil 2n cicle",5,8,0,0,"Catalunya","3-Educacio infantil 2n cicle"
"942","Urgell","3","Privat","Educacio primaria",8,6,1,16.7,"Catalunya","3-Educacio primaria"
"943","Urgell","3","Privat","Educacio secundaria obligatoria",14,19,3,15.8,"Catalunya","3-Educacio secundaria obligatoria"
"944","Urgell","3","Public","Educacio infantil 2n cicle",5,74,4,5.4,"Catalunya","3-Educacio infantil 2n cicle"
"945","Urgell","3","Public","Educacio primaria",8,65,4,6.2,"Catalunya","3-Educacio primaria"
"946","Urgell","3","Public","Educacio secundaria obligatoria",14,19,2,10.5,"Catalunya","3-Educacio secundaria obligatoria"
"947","Urgell","4","Privat","Educacio primaria",9,2,1,50,"Catalunya","4-Educacio primaria"
"948","Urgell","4","Privat","Educacio secundaria obligatoria",15,16,1,6.2,"Catalunya","4-Educacio secundaria obligatoria"
"949","Urgell","4","Public","Educacio primaria",9,51,3,5.9,"Catalunya","4-Educacio primaria"
"950","Urgell","4","Public","Educacio secundaria obligatoria",15,40,3,7.5,"Catalunya","4-Educacio secundaria obligatoria"
"951","Urgell","5","Privat","Educacio primaria",10,4,0,0,"Catalunya","5-Educacio primaria"
"952","Urgell","5","Public","Educacio primaria",10,34,0,0,"Catalunya","5-Educacio primaria"
"953","Urgell","6","Privat","Educacio primaria",11,2,1,50,"Catalunya","6-Educacio primaria"
"954","Urgell","6","Public","Educacio primaria",11,42,4,9.5,"Catalunya","6-Educacio primaria"
"955","Val d'Aran","1","Public","Educacio infantil 2n cicle",3,100,67,67,"Catalunya","1-Educacio infantil 2n cicle"
"956","Val d'Aran","1","Public","Educacio primaria",6,1,0,0,"Catalunya","1-Educacio primaria"
"957","Val d'Aran","1","Public","Educacio secundaria obligatoria",12,86,77,89.5,"Catalunya","1-Educacio secundaria obligatoria"
"958","Val d'Aran","2","Public","Educacio infantil 2n cicle",4,6,0,0,"Catalunya","2-Educacio infantil 2n cicle"
"959","Val d'Aran","2","Public","Educacio primaria",7,4,1,25,"Catalunya","2-Educacio primaria"
"960","Val d'Aran","2","Public","Educacio secundaria obligatoria",13,11,2,18.2,"Catalunya","2-Educacio secundaria obligatoria"
"961","Val d'Aran","3","Public","Educacio infantil 2n cicle",5,4,1,25,"Catalunya","3-Educacio infantil 2n cicle"
"962","Val d'Aran","3","Public","Educacio primaria",8,2,2,100,"Catalunya","3-Educacio primaria"
"963","Val d'Aran","3","Public","Educacio secundaria obligatoria",14,17,0,0,"Catalunya","3-Educacio secundaria obligatoria"
"964","Val d'Aran","4","Public","Educacio primaria",9,1,0,0,"Catalunya","4-Educacio primaria"
"965","Val d'Aran","4","Public","Educacio secundaria obligatoria",15,11,1,9.1,"Catalunya","4-Educacio secundaria obligatoria"
"966","Val d'Aran","5","Public","Educacio primaria",10,0,0,NA,"Catalunya","5-Educacio primaria"
"967","Val d'Aran","6","Public","Educacio primaria",11,1,0,0,"Catalunya","6-Educacio primaria"
"968","Valles Occident","1","Privat","Educacio infantil 2n cicle",3,3232,2485,76.9,"Catalunya","1-Educacio infantil 2n cicle"
"969","Valles Occident","1","Privat","Educacio primaria",6,278,159,57.2,"Catalunya","1-Educacio primaria"
"970","Valles Occident","1","Privat","Educacio secundaria obligatoria",12,944,840,89,"Catalunya","1-Educacio secundaria obligatoria"
"971","Valles Occident","1","Public","Educacio infantil 2n cicle",3,6324,5463,86.4,"Catalunya","1-Educacio infantil 2n cicle"
"972","Valles Occident","1","Public","Educacio primaria",6,177,43,24.3,"Catalunya","1-Educacio primaria"
"973","Valles Occident","1","Public","Educacio secundaria obligatoria",12,7026,6412,91.3,"Catalunya","1-Educacio secundaria obligatoria"
"974","Valles Occident","2","Privat","Educacio infantil 2n cicle",4,214,44,20.6,"Catalunya","2-Educacio infantil 2n cicle"
"975","Valles Occident","2","Privat","Educacio primaria",7,136,42,30.9,"Catalunya","2-Educacio primaria"
"976","Valles Occident","2","Privat","Educacio secundaria obligatoria",13,105,38,36.2,"Catalunya","2-Educacio secundaria obligatoria"
"977","Valles Occident","2","Public","Educacio infantil 2n cicle",4,435,78,17.9,"Catalunya","2-Educacio infantil 2n cicle"
"978","Valles Occident","2","Public","Educacio primaria",7,209,41,19.6,"Catalunya","2-Educacio primaria"
"979","Valles Occident","2","Public","Educacio secundaria obligatoria",13,264,81,30.7,"Catalunya","2-Educacio secundaria obligatoria"
"980","Valles Occident","3","Privat","Educacio infantil 2n cicle",5,261,53,20.3,"Catalunya","3-Educacio infantil 2n cicle"
"981","Valles Occident","3","Privat","Educacio primaria",8,82,30,36.6,"Catalunya","3-Educacio primaria"
"982","Valles Occident","3","Privat","Educacio secundaria obligatoria",14,63,29,46,"Catalunya","3-Educacio secundaria obligatoria"
"983","Valles Occident","3","Public","Educacio infantil 2n cicle",5,354,73,20.6,"Catalunya","3-Educacio infantil 2n cicle"
"984","Valles Occident","3","Public","Educacio primaria",8,196,52,26.5,"Catalunya","3-Educacio primaria"
"985","Valles Occident","3","Public","Educacio secundaria obligatoria",14,119,54,45.4,"Catalunya","3-Educacio secundaria obligatoria"
"986","Valles Occident","4","Privat","Educacio primaria",9,13,20,153.8,"Catalunya","4-Educacio primaria"
"987","Valles Occident","4","Privat","Educacio secundaria obligatoria",15,70,20,28.6,"Catalunya","4-Educacio secundaria obligatoria"
"988","Valles Occident","4","Public","Educacio primaria",9,302,44,14.6,"Catalunya","4-Educacio primaria"
"989","Valles Occident","4","Public","Educacio secundaria obligatoria",15,143,29,20.3,"Catalunya","4-Educacio secundaria obligatoria"
"990","Valles Occident","5","Privat","Educacio primaria",10,71,43,60.6,"Catalunya","5-Educacio primaria"
"991","Valles Occident","5","Public","Educacio primaria",10,196,43,21.9,"Catalunya","5-Educacio primaria"
"992","Valles Occident","6","Privat","Educacio primaria",11,9,15,166.7,"Catalunya","6-Educacio primaria"
"993","Valles Occident","6","Public","Educacio primaria",11,252,26,10.3,"Catalunya","6-Educacio primaria"
"994","Valles Oriental","1","Privat","Educacio infantil 2n cicle",3,859,678,78.9,"Catalunya","1-Educacio infantil 2n cicle"
"995","Valles Oriental","1","Privat","Educacio primaria",6,58,13,22.4,"Catalunya","1-Educacio primaria"
"996","Valles Oriental","1","Privat","Educacio secundaria obligatoria",12,160,142,88.8,"Catalunya","1-Educacio secundaria obligatoria"
"997","Valles Oriental","1","Public","Educacio infantil 2n cicle",3,3259,2687,82.4,"Catalunya","1-Educacio infantil 2n cicle"
"998","Valles Oriental","1","Public","Educacio primaria",6,431,57,13.2,"Catalunya","1-Educacio primaria"
"999","Valles Oriental","1","Public","Educacio secundaria obligatoria",12,3998,3566,89.2,"Catalunya","1-Educacio secundaria obligatoria"
"1000","Valles Oriental","2","Privat","Educacio infantil 2n cicle",4,104,17,16.3,"Catalunya","2-Educacio infantil 2n cicle"
"1001","Valles Oriental","2","Privat","Educacio primaria",7,33,4,12.1,"Catalunya","2-Educacio primaria"
"1002","Valles Oriental","2","Privat","Educacio secundaria obligatoria",13,3,1,33.3,"Catalunya","2-Educacio secundaria obligatoria"
"1003","Valles Oriental","2","Public","Educacio infantil 2n cicle",4,508,66,13,"Catalunya","2-Educacio infantil 2n cicle"
"1004","Valles Oriental","2","Public","Educacio primaria",7,336,62,18.5,"Catalunya","2-Educacio primaria"
"1005","Valles Oriental","2","Public","Educacio secundaria obligatoria",13,172,33,19.2,"Catalunya","2-Educacio secundaria obligatoria"
"1006","Valles Oriental","3","Privat","Educacio infantil 2n cicle",5,61,11,18,"Catalunya","3-Educacio infantil 2n cicle"
"1007","Valles Oriental","3","Privat","Educacio primaria",8,19,7,36.8,"Catalunya","3-Educacio primaria"
"1008","Valles Oriental","3","Privat","Educacio secundaria obligatoria",14,23,12,52.2,"Catalunya","3-Educacio secundaria obligatoria"
"1009","Valles Oriental","3","Public","Educacio infantil 2n cicle",5,455,41,9,"Catalunya","3-Educacio infantil 2n cicle"
"1010","Valles Oriental","3","Public","Educacio primaria",8,351,46,13.1,"Catalunya","3-Educacio primaria"
"1011","Valles Oriental","3","Public","Educacio secundaria obligatoria",14,181,30,16.6,"Catalunya","3-Educacio secundaria obligatoria"
"1012","Valles Oriental","4","Privat","Educacio primaria",9,4,6,150,"Catalunya","4-Educacio primaria"
"1013","Valles Oriental","4","Privat","Educacio secundaria obligatoria",15,11,3,27.3,"Catalunya","4-Educacio secundaria obligatoria"
"1014","Valles Oriental","4","Public","Educacio primaria",9,329,34,10.3,"Catalunya","4-Educacio primaria"
"1015","Valles Oriental","4","Public","Educacio secundaria obligatoria",15,198,33,16.7,"Catalunya","4-Educacio secundaria obligatoria"
"1016","Valles Oriental","5","Privat","Educacio primaria",10,2,2,100,"Catalunya","5-Educacio primaria"
"1017","Valles Oriental","5","Public","Educacio primaria",10,255,23,9,"Catalunya","5-Educacio primaria"
"1018","Valles Oriental","6","Privat","Educacio primaria",11,8,0,0,"Catalunya","6-Educacio primaria"
"1019","Valles Oriental","6","Public","Educacio primaria",11,193,20,10.4,"Catalunya","6-Educacio primaria"
